#Top: example_top   Floorplan: synth_1   Part: xcku3p-ffva676-2-i
#Generated by: johnh   on: Thu Jul 25 14:09:49 2024
#Build: Vivado v2022.2   by: xbuild   on: Fri Oct 14 05:00:03 MDT 2022
#Package Version: PRODUCTION 1.1 3/9/2017
#Package Pin Delay Version: PRODUCTION 1.0 8/23/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
226,K1,GTYE4_CHANNEL_X0Y9,MGTYRXN1_226,69.978,70.681,,,,,,,,,,,,,,,,,,,,
226,K2,GTYE4_CHANNEL_X0Y9,MGTYRXP1_226,69.838,70.540,,,,,,,,,,,,,,,,,,,,
226,L3,GTYE4_CHANNEL_X0Y9,MGTYTXN1_226,57.613,58.193,,,,,,,,,,,,,,,,,,,,
226,L4,GTYE4_CHANNEL_X0Y9,MGTYTXP1_226,57.813,58.394,,,,,,,,,,,,,,,,,,,,
226,H1,GTYE4_CHANNEL_X0Y10,MGTYRXN2_226,77.306,78.083,,,,,,,,,,,,,,,,,,,,
226,H2,GTYE4_CHANNEL_X0Y10,MGTYRXP2_226,77.234,78.011,,,,,,,,,,,,,,,,,,,,
226,J3,GTYE4_CHANNEL_X0Y10,MGTYTXN2_226,61.096,61.710,,,,,,,,,,,,,,,,,,,,
226,J4,GTYE4_CHANNEL_X0Y10,MGTYTXP2_226,61.302,61.918,,,,,,,,,,,,,,,,,,,,
226,F1,GTYE4_CHANNEL_X0Y11,MGTYRXN3_226,82.994,83.828,,,,,,,,,,,,,,,,,,,,
226,F2,GTYE4_CHANNEL_X0Y11,MGTYRXP3_226,82.859,83.692,,,,,,,,,,,,,,,,,,,,
226,G3,GTYE4_CHANNEL_X0Y11,MGTYTXN3_226,62.440,63.068,,,,,,,,,,,,,,,,,,,,
226,G4,GTYE4_CHANNEL_X0Y11,MGTYTXP3_226,62.557,63.185,,,,,,,,,,,,,,,,,,,,
227,H5,GTYE4_COMMON_X0Y3,MGTREFCLK0N_227,55.896,56.458,,,,,,,,,,,,,,,,,,,,
227,H6,GTYE4_COMMON_X0Y3,MGTREFCLK0P_227,56.014,56.577,,,,,,,,,,,,,,,,,,,,
227,D1,GTYE4_CHANNEL_X0Y12,MGTYRXN0_227,96.155,97.122,,,,,,,,,,,,,,,,,,,,
227,D2,GTYE4_CHANNEL_X0Y12,MGTYRXP0_227,96.066,97.032,,,,,,,,,,,,,,,,,,,,
227,E3,GTYE4_CHANNEL_X0Y12,MGTYTXN0_227,74.116,74.860,,,,,,,,,,,,,,,,,,,,
227,E4,GTYE4_CHANNEL_X0Y12,MGTYTXP0_227,73.930,74.673,,,,,,,,,,,,,,,,,,,,
227,F5,GTYE4_COMMON_X0Y3,MGTREFCLK1N_227,58.586,59.175,,,,,,,,,,,,,,,,,,,,
227,F6,GTYE4_COMMON_X0Y3,MGTREFCLK1P_227,58.361,58.948,,,,,,,,,,,,,,,,,,,,
227,C3,GTYE4_CHANNEL_X0Y13,MGTYRXN1_227,87.853,88.736,,,,,,,,,,,,,,,,,,,,
227,C4,GTYE4_CHANNEL_X0Y13,MGTYRXP1_227,87.698,88.579,,,,,,,,,,,,,,,,,,,,
227,D5,GTYE4_CHANNEL_X0Y13,MGTYTXN1_227,73.382,74.119,,,,,,,,,,,,,,,,,,,,
227,D6,GTYE4_CHANNEL_X0Y13,MGTYTXP1_227,73.310,74.047,,,,,,,,,,,,,,,,,,,,
227,B1,GTYE4_CHANNEL_X0Y14,MGTYRXN2_227,111.178,112.295,,,,,,,,,,,,,,,,,,,,
227,B2,GTYE4_CHANNEL_X0Y14,MGTYRXP2_227,111.113,112.230,,,,,,,,,,,,,,,,,,,,
227,B5,GTYE4_CHANNEL_X0Y14,MGTYTXN2_227,88.679,89.571,,,,,,,,,,,,,,,,,,,,
227,B6,GTYE4_CHANNEL_X0Y14,MGTYTXP2_227,88.495,89.384,,,,,,,,,,,,,,,,,,,,
227,A3,GTYE4_CHANNEL_X0Y15,MGTYRXN3_227,97.316,98.294,,,,,,,,,,,,,,,,,,,,
227,A4,GTYE4_CHANNEL_X0Y15,MGTYRXP3_227,97.122,98.098,,,,,,,,,,,,,,,,,,,,
227,A7,GTYE4_CHANNEL_X0Y15,MGTYTXN3_227,83.459,84.298,,,,,,,,,,,,,,,,,,,,
227,A8,GTYE4_CHANNEL_X0Y15,MGTYTXP3_227,83.289,84.126,,,,,,,,,,,,,,,,,,,,
,R11,SYSMONE4_X0Y0,VN,62.343,62.970,,,,,,,,,,,,,,,,,,,,
,P12,SYSMONE4_X0Y0,VP,60.680,61.290,,,,,,,,,,,,,,,,,,,,
,A1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,A9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AA6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AB18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AB8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AC25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AC6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AC7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD10,,NC,,,,,,,,,,,,,,,,,,,,,,
,AD12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,AD4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AD7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE13,,NC,,,,,,,,,,,,,,,,,,,,,,
,AE19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,AE7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AE9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AF9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,C25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,C7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,D4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E24,,NC,,,,,,,,,,,,,,,,,,,,,,
,E25,,NC,,,,,,,,,,,,,,,,,,,,,,
,E26,,NC,,,,,,,,,,,,,,,,,,,,,,
,E5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,E7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F22,,NC,,,,,,,,,,,,,,,,,,,,,,
,F23,,NC,,,,,,,,,,,,,,,,,,,,,,
,F24,,NC,,,,,,,,,,,,,,,,,,,,,,
,F25,,NC,,,,,,,,,,,,,,,,,,,,,,
,F26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,G20,,NC,,,,,,,,,,,,,,,,,,,,,,
,G21,,NC,,,,,,,,,,,,,,,,,,,,,,
,G22,,NC,,,,,,,,,,,,,,,,,,,,,,
,G23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G24,,NC,,,,,,,,,,,,,,,,,,,,,,
,G25,,NC,,,,,,,,,,,,,,,,,,,,,,
,G26,,NC,,,,,,,,,,,,,,,,,,,,,,
,G5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,H10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H19,,NC,,,,,,,,,,,,,,,,,,,,,,
,H20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H21,,NC,,,,,,,,,,,,,,,,,,,,,,
,H22,,NC,,,,,,,,,,,,,,,,,,,,,,
,H23,,NC,,,,,,,,,,,,,,,,,,,,,,
,H24,,NC,,,,,,,,,,,,,,,,,,,,,,
,H25,,NC,,,,,,,,,,,,,,,,,,,,,,
,H26,,NC,,,,,,,,,,,,,,,,,,,,,,
,H3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,H4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J16,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,J17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J19,,NC,,,,,,,,,,,,,,,,,,,,,,
,J2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J20,,NC,,,,,,,,,,,,,,,,,,,,,,
,J21,,NC,,,,,,,,,,,,,,,,,,,,,,
,J22,,NC,,,,,,,,,,,,,,,,,,,,,,
,J23,,NC,,,,,,,,,,,,,,,,,,,,,,
,J24,,NC,,,,,,,,,,,,,,,,,,,,,,
,J25,,NC,,,,,,,,,,,,,,,,,,,,,,
,J26,,NC,,,,,,,,,,,,,,,,,,,,,,
,J5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J6,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,
,J7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K15,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,K16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K17,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,K18,,NC,,,,,,,,,,,,,,,,,,,,,,
,K19,,NC,,,,,,,,,,,,,,,,,,,,,,
,K20,,NC,,,,,,,,,,,,,,,,,,,,,,
,K21,,NC,,,,,,,,,,,,,,,,,,,,,,
,K22,,NC,,,,,,,,,,,,,,,,,,,,,,
,K23,,NC,,,,,,,,,,,,,,,,,,,,,,
,K24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K25,,NC,,,,,,,,,,,,,,,,,,,,,,
,K26,,NC,,,,,,,,,,,,,,,,,,,,,,
,K3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L16,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,L17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L18,,NC,,,,,,,,,,,,,,,,,,,,,,
,L19,,NC,,,,,,,,,,,,,,,,,,,,,,
,L2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,L20,,NC,,,,,,,,,,,,,,,,,,,,,,
,L21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L22,,NC,,,,,,,,,,,,,,,,,,,,,,
,L23,,NC,,,,,,,,,,,,,,,,,,,,,,
,L24,,NC,,,,,,,,,,,,,,,,,,,,,,
,L25,,NC,,,,,,,,,,,,,,,,,,,,,,
,L26,,NC,,,,,,,,,,,,,,,,,,,,,,
,L5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,L8,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M15,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,M16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M17,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,M18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M19,,NC,,,,,,,,,,,,,,,,,,,,,,
,M20,,NC,,,,,,,,,,,,,,,,,,,,,,
,M21,,NC,,,,,,,,,,,,,,,,,,,,,,
,M22,,NC,,,,,,,,,,,,,,,,,,,,,,
,M23,,NC,,,,,,,,,,,,,,,,,,,,,,
,M24,,NC,,,,,,,,,,,,,,,,,,,,,,
,M25,,NC,,,,,,,,,,,,,,,,,,,,,,
,M26,,NC,,,,,,,,,,,,,,,,,,,,,,
,M3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,M4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N16,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,N17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N18,,NC,,,,,,,,,,,,,,,,,,,,,,
,N19,,NC,,,,,,,,,,,,,,,,,,,,,,
,N2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N20,,NC,,,,,,,,,,,,,,,,,,,,,,
,N21,,NC,,,,,,,,,,,,,,,,,,,,,,
,N22,,NC,,,,,,,,,,,,,,,,,,,,,,
,N23,,NC,,,,,,,,,,,,,,,,,,,,,,
,N24,,NC,,,,,,,,,,,,,,,,,,,,,,
,N25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N26,,NC,,,,,,,,,,,,,,,,,,,,,,
,N5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,N8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,P10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P17,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,P22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R16,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,R17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,R5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,R8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,T10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,T16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T17,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,T26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,T4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U16,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,U17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U6,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,
,U8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,V10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V14,,NC,,,,,,,,,,,,,,,,,,,,,,
,V15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W2,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,W5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W6,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,
,W7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y12,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y13,,NC,,,,,,,,,,,,,,,,,,,,,,
,Y14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y3,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,
,Y4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
